ActorID;FirstName;LastName;IsMale;BirthYear;BirthLocation;DeathYear;DeathLocation
336147;Ralph;Clemente;True;;;;
1211643;Gloria;Nakea;False;;;;
1077708;Sasha;Matteucci;True;;;;
529910;Christian;Francesca;False;;;;
1075751;Assumpta;Masuti;False;;;;
1854332;Regina;Wildun;False;;;;
1757618;Tom;Varey;True;;;;
425354;Kelli;Dawson;False;;;;
1081131;Jessica (XX);Martin;False;;;;
1013836;Connor (IV);Long;True;;;;
420148;Laura;De Mers;False;;;;
717682;Michael (II);Hough;True;;;;
1658381;Susana;Tapias;False;;;;
132049;Emily (I);Barclay;False;1984;Plymouth, Devon, England, UK;;
435980;Desmond (I);Edwards;True;;;;
1105108;Susie;McWilliams;False;;;;
343133;Gianpiero;Cognoli;True;;;;
546351;Julie;Funderburk;False;;;;
446592;Shane;Deruise;True;;;;
1197609;Nora;Mullany;False;;;;
399981;Darrell;D'Silva;True;1963;Rotherham, Yorkshire, England, UK;;
1229816;Jooyoung;Oh;False;;;;
436028;Rory Owen;Delaney;True;;;;
1088927;Tyrone;McElhennon;True;;;;
483281;Athena;Douris;False;;;;
1082024;Joseph;Mawle;True;1974;Oxford, England, UK;;
1081704;Andrew;McClay;True;1975;Londonderry, Northern Ireland, UK;;
36359;Alex;Alexanian;True;;;;
1502360;Benjy;Sanders;True;;;;
997944;Eva (III);Lewis;False;;;;
1649331;John (I);Stahl;True;1953;Sauchie, Clackmannanshire, Scotland, UK;;
487583;Michael;Feast;True;1946;Brighton, England, UK;;
1668441;Sebastien;Taylor;True;;;;
1841900;Dean;Whatton;True;;;;
530123;Wayne (I);Foskett;True;1963;Riddings, Derbyshire, England, UK;;
667854;Susanne;Haeberlein;False;;;;
252336;Dick;Camden;True;;;;
1455663;;Robert (LVII);True;;;;
670203;Aron (I);Hegarty;True;;;;
1077708;Jacquetta;May;False;1960;Kent, England, UK;;
35397;Marcus (VIII);Alexander;True;;;;
141634;Paule;Bayard;False;1931;Montral, Qubec, Canada;;
1821771;Elizabeth (IV);Webster;False;;;;
1682329;Yacob;Thinggaard;True;;;;
254684;Dick (I);Campbell;True;;;;
