ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3564008;Rani Rang;2016;2016;Drama*Romance*Short;;;;Hindi;;India;;
3564010;Rani Ratnaprabha;1955;1955;Drama*Musical;;;;Telugu;;India;;
3564013;Rani Rupmati;1957;1957;Action*Adventure;;;;Hindi;;India;5.7;
3564017;Rani snijeg u Mnchenu;1984;1984;Drama;;;;Serbo-Croatian*German;;Yugoslavia;7.2;
3564018;Rani srednji vijek;1972;1972;Documentary*Short;;;;Serbo-Croatian;;Yugoslavia;;15
3564020;Rani's Story: Women Speak Out in Street Theater in Haryana;2013;2013;Documentary*Short;;;;Hindi;;India;;
3564021;Rania: The YouTube Queen;2008;2008;Documentary;175844;;;English;;UK;7.3;52
3564024;Raniya;2008;2008;Drama;472233;;;Tatar;;Russia;;
3564025;Raniya;2016;2016;Drama*Romance*Short;;;;Danish;;Denmark;;
3564027;Ranj va sarmasti;2014;2014;War;;;;Persian;;Iran;;
3564028;Ranjana Ami Ar Ashbona;2011;2011;Drama;;;;Bengali;;India;6.7;
