ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3969419;X-Men Legends II: Rise of Apocalypse;2005;2005;Action*Sci-Fi;;;;English;;USA;8.4;
3969420;X-Men Origins: Magneto;2012;2012;Action*Fantasy*Sci-Fi;;;;English;;;;
3969421;X-Men Origins: Wolverine;2009;2009;Action*Adventure*Sci-Fi*Thriller*Fantasy;141669815;352344979;126;English;Auburn, Sydney, New South Wales, Australia*Blacksmiths Beach, Lake Macquarie, New South Wales, Australia	*Brownlow Hill, New South Wales, Australia*Camden, New South Wales, Australia	*Centennial Park, Sydney, New South Wales, Australia*Cockatoo Island, Sydney Harbour, Sydney, New South Wales, Australia	*Deer Park Heights, Queenstown, Otago, New Zealand*Dunedin, Otago, New Zealand	*Federal Park, Glebe, Sydney, New South Wales, Australia	*Fox Studios, Moore Park, Sydney, New South Wales, Australia	*Hatley Castle, Royal Roads, Colwood, British Columbia, Canada*Homebush, Sydney, New South Wales, Australia	*Kingston Beach, Lake Wakatipu, Queenstown, Otago, New Zealand*Lake Wakatipu, Queenstown, Otago, New Zealand*Milford Sound, Fiordland National Park, Southland, New Zealand*New Orleans, Louisiana, USA*Newcastle, New South Wales, Australia*Queenstown, Otago, New Zealand*Rozelle Hospital, Sydney, New South Wales, Australia*Shreveport, Louisiana, USA*Skippers Canyon, Queenstown, Otago, New Zealand*Sydney, New South Wales, Australia*University of British Columbia, Robson Square Campus - 800 Robson Street, Vancouver, British Columbia, Canada*Vancouver Film Studios, Vancouver, British Columbia, Canada;USA*UK;8.0;119
3969422;X-Men Origins: Wolverine;2009;2009;Action*Adventure*Sci-Fi*Thriller*Fantasy;;;;;Auburn, Sydney, New South Wales, Australia*Blacksmiths Beach, Lake Macquarie, New South Wales, Australia	*Brownlow Hill, New South Wales, Australia*Camden, New South Wales, Australia	*Centennial Park, Sydney, New South Wales, Australia*Cockatoo Island, Sydney Harbour, Sydney, New South Wales, Australia	*Deer Park Heights, Queenstown, Otago, New Zealand*Dunedin, Otago, New Zealand	*Federal Park, Glebe, Sydney, New South Wales, Australia	*Fox Studios, Moore Park, Sydney, New South Wales, Australia	*Hatley Castle, Royal Roads, Colwood, British Columbia, Canada*Homebush, Sydney, New South Wales, Australia	*Kingston Beach, Lake Wakatipu, Queenstown, Otago, New Zealand*Lake Wakatipu, Queenstown, Otago, New Zealand*Milford Sound, Fiordland National Park, Southland, New Zealand*New Orleans, Louisiana, USA*Newcastle, New South Wales, Australia*Queenstown, Otago, New Zealand*Rozelle Hospital, Sydney, New South Wales, Australia*Shreveport, Louisiana, USA*Skippers Canyon, Queenstown, Otago, New Zealand*Sydney, New South Wales, Australia*University of British Columbia, Robson Square Campus - 800 Robson Street, Vancouver, British Columbia, Canada*Vancouver Film Studios, Vancouver, British Columbia, Canada;USA*UK;;
3969423;X-Men Origins: Wolverine - Ultimate X-Mode;2009;2009;Documentary*Short;;;;English;;USA;;
3969424;X-Men Production Scrapbook;2003;2003;Documentary*Sci-Fi;;;;English;New York City, New York, USA*Toronto, Ontario, Canada;USA;6.2;63
3969425;X-men Revolt;2007;2007;Action*Short;2833;;;English;Chicago, Illinois, USA*Dallas, Texas, USA*Southlake, Texas, USA;USA;8.9;
3969426;X-Men vs. Street Fighter;1996;1996;Action*Sci-Fi;;;;;;Japan;8.3;
3969427;X-Men XXX: An Axel Braun Parody;2014;2014;Adult*Sci-Fi;;;;English;;USA;6.2;
3969428;X-Men, Vol. 1: The Tomorrow People;2003;2003;Animation;;;;English;;USA;7.8;124
