ActorID,FirstName,LastName,IsMale,BirthYear,BirthLocation,DeathYear,DeathLocation
2198190,Trent (II),Thomas,True,,,,
2069419,Ryan (LXXXII),Smith,True,,,,
421257,Jackson,Cohen,True,,,,
137260,Judith,Bowers,False,,,,
81763,Veronica (I),Bartoli,False,,,,
1181875,Rebekah,Stovell,False,,,,
2006004,Kenny,Shackelford,True,,,,
317517,Mary the,Dog,False,,,,
112528,Lisa,Billard,False,,,,
1025837,Tamara,Ribeiro,False,1993,Brazil,,
565183,Alicia,Iuco,False,,,,
915353,Tyler (II),Hastings,True,,,,
1169173,Stella (II),Star,False,,,,
147453,Jeanne,Briggs,False,,,,
270884,Mille Maria,Dalsgaard,False,,,,
432216,Ultimate,Commander,True,,,,
64228,Dominique,Baffier,False,,,,
2017202,Tony (IV),Sheldon,True,,,,
257691,Melvin,Brannan,True,,,,
754001,Sean'a,Mahoney,False,,,,
1697216,Derek,Pavamo,True,,,,
1999381,Hak,Seon,True,,,,
481374,Jean Felix,Custot,True,,,,
453812,Rachel (I),Gordon,False,,,,
546471,Colette,Huber,False,,,,
2175209,Jackie,Taulbee,True,,,,
2280516,David (II),Vaquero,True,,,,
1259251,Yedra,Valentn,False,,,,
1157369,Burhan,Kirik,True,,,,
2153375,Tasos,Synerlis,True,,,,
2246130,Mikhail,Turgenev,True,,,,
843410,Erin,Monk,False,,,,
2325638,Joo Henrique,Walker da Silva,True,,,,
259589,Alana,Cruz,False,,,,
1962181,Francis,Sayre,True,1915,Washington - District of Columbia - USA,2008,Martha's Vineyard - Massachusetts - USA
821534,Nick (VIII),Gordon,True,,,,
243293,Claudia,Cooney,False,,,,
595988,Claude (I),Ducharme,True,,,,
273233,Brandon (IX),Brooks,True,,,,
591994,Jeanetta,Jones,False,,,,
1305440,Kadesha,Webb,False,,,,
1140343,Line,Sivertsen,False,,,,
911338,Leah,Oden,False,,,,
831613,Asuka,Minamori,False,,,,
54351,Teddy (II),Ames,True,,,,
756779,Mariana,Malamud,False,,,,
1998842,Paulo,Senra,True,,,,
1397298,Sebastin,Martos,True,,,,
2331959,Nigel A.,Walsh,True,,,,
274270,Will (I),Brooks,True,,,,
982758,Amy (II),Potter,False,,,,
1605639,Martin (III),Noble,True,,,,
639369,Mykell,Engle,True,,,,
1110681,,Karina (XXIV),True,,,,
2119018,Shannon (VII),Stewart,True,,,,
2109177,Michael (III),Steger,True,,,,
1821813,Kurt,Reding,True,,,,
2460317,Z.A.,Zulfi,True,,,,
1281948,Marie-Elaine,Vinet,False,,,,
2159753,Joshua L.,Tabor,True,,,,
654400,Oksana (I),Koval,False,,,,
2144697,Toms,Sussmann,True,,,,
1799470,Kim,Raikkonen,True,,,,
1327984,Arthur,Lundquist,True,,,,
2016410,Will,Sheff,True,,,,
1148983,Joanne (V),Kim,True,,,,
1251907,Atsumi (II),Uda,False,,,,
883038,Psyche,Neibert,False,,,,
713322,Krister Twizz,Forsberg,True,,,,
376429,Sierra,Ferguson,False,,,,
1919920,Lajos,Rthey,True,1860,Budapest - Hungary,1940,Budapest - Hungary
786589,Barbara,Matosov,False,,,,
1048290,Jesse,Jarrell,True,,,,
1247413,Elsa,Turakainen,False,1904,Helsinki - Finland,,
1769022,Anthony,Praveen,True,,,,
569420,Amin,Djakliou,True,,,,
6734,Eva,Adanaylo,False,,,,
1788300,Claudio,Quarta,True,,,,
701228,Gideon,Fletcher,True,,,,
2171186,Jesse (II),Tapia,True,,,,
1812598,Poul (II),Rasmussen,True,,,,
1839166,Susan (VIII),Reynolds,True,,,,
1265618,Patrice,Lelgouarch,True,,,,
412353,Tatjana,Frstin Metternich,False,,,,
2138418,Xeniya,Sukhomazova,True,,,,
1650975,Daniel (VI),Ortega,True,,,,
637085,Jo,Kirkham,False,,,,
655970,Sarah,Kraken,False,,,,
2070704,Tyler (LVI),Smith,True,,,,
919658,Trijntje,Oosterhuis,False,1973,Amsterdam - Noord-Holland - Netherlands,,
1276317,Barry (IV),Levine,True,,,,
100963,Ursula,Benz,False,,,,
1444467,Robbie (I),McLean,True,,,,
1883390,Jason,Rollo,True,,,,
2006003,Kelly,Shackelford,True,,,,
1870845,Jrmy,Rochigneux,True,,,,
641614,Joseph,Epperson,True,,,,
1084705,Matilde,Santibez,False,,,,
1195104,Alicia,Swanson,False,,,,
400482,Tina (II),Francis,False,,,,
1492224,Shi,Ming,True,,,,
376346,Melissa (II),Ferguson,False,,,,
127524,G.,Balyan,True,,,,
536365,Carlo,Delantar,True,,,,
743369,Rosa Mara Antonia,Lon,False,,,,
1260752,Aarne,Leet,True,,,,
1475590,Greg,Michalak,True,,,,
456266,Scott,Courson,True,,,,
1227262,JP,Lanchez,True,,,,
1331339,Nate (I),Lycan,True,,,,
985155,Francky,Houlliere,True,,,,
71079,Irini,Balta,False,,,,
1107095,Roxanne,Kapitsa,True,,,,
445544,Karen,Goeller,False,,,,
570433,Seu Argemiro,do Patrocinio,True,,,,
250174,Christine,Cotter,False,,,,
1023989,Justin,Isaiah,True,,,,
818368,Ashley,Merson,False,1987,Baltimore - Maryland - USA,,
747431,Liza,Machulska,False,,,,
1500280,Franz,Mittler,True,,,,
113742,Catherine,Birambeau,False,,,,
2444806,Avgerinos,Zanakis,True,,,,
1118314,Laura (III),Shapiro,False,,,,
435290,Ernest,Conner,True,,,,
1606698,Richard,Noguchi,True,,,,
988018,Katie (III),Price,False,1978,Brighton - East Sussex - England - UK,,
903820,Luisa Soledad,Nuez,False,,,,
1000353,Elena,Raddavero,False,,,,
2141492,Tom,Sumpter,True,,,,
117520,Angelea,Blackshear,False,,,,
494844,Mackenzie,Dancey,True,,,,
555970,Margherita,Ianelli,False,,,,
2034651,strur,Sigursson,True,,,,
839626,Hailie,Mohan,False,,,,
1250545,Lerah,Tymoshuk,False,,,,
724846,Vasia,Loi,False,1975,Germany,,
